,intolerance_1,intolerance_2,Run,Avg pct similar neighbors (A) dim 1,Avg pct similar neighbors (A) dim 2,Avg pct similar neighbors (B) dim 1,Avg pct similar neighbors (B) dim 2,Intolerance_1,Intolerance_2,Num Agents,Num Agents (A) dim 1,Num Agents (A) dim 2,Num Agents (B) dim 1,Num Agents (B) dim 2,Pct Happy,Pct Happy Group A dim 1,Pct Happy Group A dim 2,Pct Happy Group B dim 1,Pct Happy Group B dim 2,Pct group B dim 1,Pct group B dim 2,height,width,num_agents,minority_pc_1,minority_pc_2,stopping_level
239,0.5,0.375,239,100.0,85.2,82.1,77.5,0.5,0.375,200,120,120,80,80,94.5,99.2,92.5,87.5,97.5,0.4,0.4,16,16,200,0.4,0.4,1
240,0.5,0.5,240,100.0,88.0,84.1,81.5,0.5,0.5,200,120,120,80,80,85.5,85.8,94.2,85.0,72.5,0.4,0.4,16,16,200,0.4,0.4,1
241,0.5,0.5,241,100.0,89.3,85.5,82.5,0.5,0.5,200,120,120,80,80,86.0,88.3,94.2,82.5,73.8,0.4,0.4,16,16,200,0.4,0.4,1
242,0.5,0.5,242,100.0,92.7,80.5,88.3,0.5,0.5,200,120,120,80,80,89.0,95.0,90.8,80.0,86.2,0.4,0.4,16,16,200,0.4,0.4,1
243,0.5,0.5,243,100.0,92.4,84.2,87.2,0.5,0.5,200,120,120,80,80,86.0,90.8,91.7,78.8,77.5,0.4,0.4,16,16,200,0.4,0.4,1
244,0.5,0.5,244,100.0,89.6,83.5,82.6,0.5,0.5,200,120,120,80,80,89.0,94.2,93.3,81.2,82.5,0.4,0.4,16,16,200,0.4,0.4,1
245,0.5,0.5,245,100.0,89.4,80.8,81.4,0.5,0.5,200,120,120,80,80,79.5,85.0,91.7,71.2,61.2,0.4,0.4,16,16,200,0.4,0.4,1
246,0.5,0.5,246,100.0,90.0,84.4,81.8,0.5,0.5,200,120,120,80,80,82.5,83.3,90.8,81.2,70.0,0.4,0.4,16,16,200,0.4,0.4,1
247,0.5,0.5,247,100.0,90.7,83.9,83.0,0.5,0.5,200,120,120,80,80,85.0,87.5,89.2,81.2,78.8,0.4,0.4,16,16,200,0.4,0.4,1
248,0.5,0.5,248,100.0,90.6,82.6,86.1,0.5,0.5,200,120,120,80,80,83.5,86.7,88.3,78.8,76.2,0.4,0.4,16,16,200,0.4,0.4,1
249,0.5,0.5,249,100.0,92.2,82.6,86.3,0.5,0.5,200,120,120,80,80,85.5,92.5,90.8,75.0,77.5,0.4,0.4,16,16,200,0.4,0.4,1
250,0.5,0.625,250,100.0,68.0,47.1,51.2,0.5,0.625,200,120,120,80,80,30.0,40.8,39.2,13.8,16.2,0.4,0.4,16,16,200,0.4,0.4,1
251,0.5,0.625,251,100.0,69.7,46.7,50.3,0.5,0.625,200,120,120,80,80,32.0,42.5,44.2,16.2,13.8,0.4,0.4,16,16,200,0.4,0.4,1
252,0.5,0.625,252,100.0,68.2,47.4,50.0,0.5,0.625,200,120,120,80,80,28.5,42.5,40.8,7.5,10.0,0.4,0.4,16,16,200,0.4,0.4,1
253,0.5,0.625,253,100.0,71.8,52.5,49.9,0.5,0.625,200,120,120,80,80,28.0,44.2,42.5,3.8,6.2,0.4,0.4,16,16,200,0.4,0.4,1
254,0.5,0.625,254,100.0,69.2,52.4,47.9,0.5,0.625,200,120,120,80,80,30.0,41.7,40.8,12.5,13.8,0.4,0.4,16,16,200,0.4,0.4,1
255,0.5,0.625,255,100.0,74.0,51.8,55.5,0.5,0.625,200,120,120,80,80,27.0,36.7,42.5,12.5,3.8,0.4,0.4,16,16,200,0.4,0.4,1
256,0.5,0.625,256,100.0,68.4,51.7,47.4,0.5,0.625,200,120,120,80,80,26.5,38.3,39.2,8.8,7.5,0.4,0.4,16,16,200,0.4,0.4,1
257,0.5,0.625,257,100.0,68.5,52.3,54.5,0.5,0.625,200,120,120,80,80,33.0,38.3,43.3,25.0,17.5,0.4,0.4,16,16,200,0.4,0.4,1
258,0.5,0.625,258,100.0,70.4,49.4,52.0,0.5,0.625,200,120,120,80,80,28.5,42.5,42.5,7.5,7.5,0.4,0.4,16,16,200,0.4,0.4,1
259,0.5,0.625,259,100.0,70.2,54.0,54.9,0.5,0.625,200,120,120,80,80,32.0,46.7,44.2,10.0,13.8,0.4,0.4,16,16,200,0.4,0.4,1
260,0.5,0.75,260,100.0,61.1,41.8,42.0,0.5,0.75,200,120,120,80,80,10.5,9.2,14.2,12.5,5.0,0.4,0.4,16,16,200,0.4,0.4,1
261,0.5,0.75,261,100.0,62.3,42.0,44.3,0.5,0.75,200,120,120,80,80,6.5,10.0,10.0,1.2,1.2,0.4,0.4,16,16,200,0.4,0.4,1
262,0.5,0.75,262,100.0,61.9,42.5,45.2,0.5,0.75,200,120,120,80,80,10.0,14.2,15.8,3.8,1.2,0.4,0.4,16,16,200,0.4,0.4,1
263,0.5,0.75,263,100.0,61.7,41.8,39.9,0.5,0.75,200,120,120,80,80,3.5,5.8,5.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
264,0.5,0.75,264,100.0,64.9,40.6,43.7,0.5,0.75,200,120,120,80,80,7.5,10.8,12.5,2.5,0.0,0.4,0.4,16,16,200,0.4,0.4,1
265,0.5,0.75,265,100.0,60.8,45.8,42.6,0.5,0.75,200,120,120,80,80,5.0,5.8,8.3,3.8,0.0,0.4,0.4,16,16,200,0.4,0.4,1
266,0.5,0.75,266,100.0,64.7,36.7,40.9,0.5,0.75,200,120,120,80,80,6.5,10.8,10.0,0.0,1.2,0.4,0.4,16,16,200,0.4,0.4,1
267,0.5,0.75,267,100.0,62.0,41.2,39.6,0.5,0.75,200,120,120,80,80,11.5,17.5,15.0,2.5,6.2,0.4,0.4,16,16,200,0.4,0.4,1
268,0.5,0.75,268,100.0,61.2,40.9,37.1,0.5,0.75,200,120,120,80,80,3.5,5.8,5.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
269,0.5,0.75,269,100.0,60.9,41.2,46.3,0.5,0.75,200,120,120,80,80,5.5,7.5,8.3,2.5,1.2,0.4,0.4,16,16,200,0.4,0.4,1
270,0.5,0.875,270,100.0,59.4,40.6,39.0,0.5,0.875,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
271,0.5,0.875,271,100.0,58.2,37.5,41.6,0.5,0.875,200,120,120,80,80,2.5,4.2,4.2,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
272,0.5,0.875,272,100.0,59.7,37.6,40.6,0.5,0.875,200,120,120,80,80,1.5,2.5,2.5,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
273,0.5,0.875,273,100.0,60.1,42.1,39.9,0.5,0.875,200,120,120,80,80,1.0,1.7,1.7,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
274,0.5,0.875,274,100.0,58.8,43.9,37.1,0.5,0.875,200,120,120,80,80,1.0,1.7,1.7,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
275,0.5,0.875,275,100.0,60.5,44.3,36.6,0.5,0.875,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
276,0.5,0.875,276,100.0,62.8,36.8,41.2,0.5,0.875,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
277,0.5,0.875,277,100.0,59.5,40.8,39.4,0.5,0.875,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
278,0.5,0.875,278,100.0,63.1,39.4,38.7,0.5,0.875,200,120,120,80,80,1.5,0.8,2.5,2.5,0.0,0.4,0.4,16,16,200,0.4,0.4,1
279,0.5,0.875,279,100.0,58.6,40.1,40.8,0.5,0.875,200,120,120,80,80,1.0,1.7,1.7,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
280,0.625,0.125,280,100.0,67.8,75.8,49.3,0.625,0.125,200,120,120,80,80,69.5,75.0,71.7,61.2,66.2,0.4,0.4,16,16,200,0.4,0.4,1
281,0.625,0.125,281,100.0,60.8,79.6,42.3,0.625,0.125,200,120,120,80,80,70.5,75.8,69.2,62.5,72.5,0.4,0.4,16,16,200,0.4,0.4,1
282,0.625,0.125,282,100.0,62.7,79.0,39.6,0.625,0.125,200,120,120,80,80,72.0,77.5,74.2,63.8,68.8,0.4,0.4,16,16,200,0.4,0.4,1
283,0.625,0.125,283,100.0,60.9,79.0,39.3,0.625,0.125,200,120,120,80,80,71.0,80.8,75.8,56.2,63.8,0.4,0.4,16,16,200,0.4,0.4,1
284,0.625,0.125,284,100.0,60.5,85.1,39.2,0.625,0.125,200,120,120,80,80,68.5,73.3,70.0,61.2,66.2,0.4,0.4,16,16,200,0.4,0.4,1
285,0.625,0.125,285,100.0,61.4,82.1,39.8,0.625,0.125,200,120,120,80,80,74.0,77.5,75.8,68.8,71.2,0.4,0.4,16,16,200,0.4,0.4,1
286,0.625,0.125,286,100.0,61.2,79.8,41.7,0.625,0.125,200,120,120,80,80,71.0,75.8,70.8,63.8,71.2,0.4,0.4,16,16,200,0.4,0.4,1
287,0.625,0.125,287,100.0,60.0,78.3,38.7,0.625,0.125,200,120,120,80,80,70.0,79.2,69.2,56.2,71.2,0.4,0.4,16,16,200,0.4,0.4,1
288,0.625,0.125,288,100.0,59.8,84.6,38.3,0.625,0.125,200,120,120,80,80,75.5,80.0,75.0,68.8,76.2,0.4,0.4,16,16,200,0.4,0.4,1
289,0.625,0.125,289,100.0,59.7,82.4,42.1,0.625,0.125,200,120,120,80,80,70.5,75.8,70.8,62.5,70.0,0.4,0.4,16,16,200,0.4,0.4,1
290,0.625,0.25,290,100.0,66.1,71.6,45.0,0.625,0.25,200,120,120,80,80,59.0,65.8,65.8,48.8,48.8,0.4,0.4,16,16,200,0.4,0.4,1
291,0.625,0.25,291,100.0,69.4,76.1,53.9,0.625,0.25,200,120,120,80,80,58.5,68.3,62.5,43.8,52.5,0.4,0.4,16,16,200,0.4,0.4,1
292,0.625,0.25,292,100.0,66.1,74.1,47.5,0.625,0.25,200,120,120,80,80,61.5,71.7,64.2,46.2,57.5,0.4,0.4,16,16,200,0.4,0.4,1
293,0.625,0.25,293,100.0,69.1,74.8,50.7,0.625,0.25,200,120,120,80,80,67.0,78.3,72.5,50.0,58.8,0.4,0.4,16,16,200,0.4,0.4,1
294,0.625,0.25,294,100.0,69.0,69.0,50.8,0.625,0.25,200,120,120,80,80,54.0,63.3,61.7,40.0,42.5,0.4,0.4,16,16,200,0.4,0.4,1
295,0.625,0.25,295,100.0,66.6,66.9,49.2,0.625,0.25,200,120,120,80,80,48.5,60.8,53.3,30.0,41.2,0.4,0.4,16,16,200,0.4,0.4,1
296,0.625,0.25,296,100.0,68.2,67.5,53.7,0.625,0.25,200,120,120,80,80,58.5,66.7,59.2,46.2,57.5,0.4,0.4,16,16,200,0.4,0.4,1
297,0.625,0.25,297,100.0,69.4,72.7,47.6,0.625,0.25,200,120,120,80,80,62.0,66.7,72.5,55.0,46.2,0.4,0.4,16,16,200,0.4,0.4,1
298,0.625,0.25,298,100.0,66.1,63.2,47.8,0.625,0.25,200,120,120,80,80,46.5,59.2,49.2,27.5,42.5,0.4,0.4,16,16,200,0.4,0.4,1
299,0.625,0.25,299,100.0,68.3,81.5,50.4,0.625,0.25,200,120,120,80,80,67.0,75.8,71.7,53.8,60.0,0.4,0.4,16,16,200,0.4,0.4,1
300,0.625,0.375,300,100.0,69.7,59.9,51.3,0.625,0.375,200,120,120,80,80,43.5,57.5,50.0,22.5,33.8,0.4,0.4,16,16,200,0.4,0.4,1
301,0.625,0.375,301,100.0,71.0,64.4,54.2,0.625,0.375,200,120,120,80,80,43.0,57.5,54.2,21.2,26.2,0.4,0.4,16,16,200,0.4,0.4,1
302,0.625,0.375,302,100.0,70.8,54.6,53.8,0.625,0.375,200,120,120,80,80,36.5,46.7,46.7,21.2,21.2,0.4,0.4,16,16,200,0.4,0.4,1
303,0.625,0.375,303,100.0,70.6,60.6,50.1,0.625,0.375,200,120,120,80,80,47.0,61.7,51.7,25.0,40.0,0.4,0.4,16,16,200,0.4,0.4,1
304,0.625,0.375,304,100.0,70.3,64.4,54.6,0.625,0.375,200,120,120,80,80,45.5,52.5,60.0,35.0,23.8,0.4,0.4,16,16,200,0.4,0.4,1
305,0.625,0.375,305,100.0,70.3,57.6,53.2,0.625,0.375,200,120,120,80,80,42.0,53.3,58.3,25.0,17.5,0.4,0.4,16,16,200,0.4,0.4,1
306,0.625,0.375,306,100.0,67.0,63.0,50.9,0.625,0.375,200,120,120,80,80,44.0,50.8,55.0,33.8,27.5,0.4,0.4,16,16,200,0.4,0.4,1
307,0.625,0.375,307,100.0,69.4,61.8,53.7,0.625,0.375,200,120,120,80,80,47.0,55.0,52.5,35.0,38.8,0.4,0.4,16,16,200,0.4,0.4,1
308,0.625,0.375,308,100.0,69.9,54.0,49.3,0.625,0.375,200,120,120,80,80,35.0,51.7,47.5,10.0,16.2,0.4,0.4,16,16,200,0.4,0.4,1
309,0.625,0.375,309,100.0,66.2,59.1,50.3,0.625,0.375,200,120,120,80,80,49.0,61.7,52.5,30.0,43.8,0.4,0.4,16,16,200,0.4,0.4,1
310,0.625,0.5,310,100.0,72.1,56.7,52.0,0.625,0.5,200,120,120,80,80,35.5,46.7,48.3,18.8,16.2,0.4,0.4,16,16,200,0.4,0.4,1
311,0.625,0.5,311,100.0,69.6,53.5,49.6,0.625,0.5,200,120,120,80,80,28.5,43.3,40.0,6.2,11.2,0.4,0.4,16,16,200,0.4,0.4,1
312,0.625,0.5,312,100.0,68.8,47.6,50.2,0.625,0.5,200,120,120,80,80,26.0,38.3,35.0,7.5,12.5,0.4,0.4,16,16,200,0.4,0.4,1
313,0.625,0.5,313,100.0,69.9,50.9,49.1,0.625,0.5,200,120,120,80,80,36.0,48.3,46.7,17.5,20.0,0.4,0.4,16,16,200,0.4,0.4,1
314,0.625,0.5,314,100.0,67.6,49.0,46.5,0.625,0.5,200,120,120,80,80,27.5,39.2,40.8,10.0,7.5,0.4,0.4,16,16,200,0.4,0.4,1
315,0.625,0.5,315,100.0,70.1,53.3,50.0,0.625,0.5,200,120,120,80,80,28.5,45.0,44.2,3.8,5.0,0.4,0.4,16,16,200,0.4,0.4,1
316,0.625,0.5,316,100.0,69.9,55.9,48.6,0.625,0.5,200,120,120,80,80,32.0,40.8,41.7,18.8,17.5,0.4,0.4,16,16,200,0.4,0.4,1
317,0.625,0.5,317,100.0,72.2,56.2,54.6,0.625,0.5,200,120,120,80,80,31.0,42.5,47.5,13.8,6.2,0.4,0.4,16,16,200,0.4,0.4,1
318,0.625,0.5,318,100.0,68.3,52.4,48.1,0.625,0.5,200,120,120,80,80,28.0,40.0,37.5,10.0,13.8,0.4,0.4,16,16,200,0.4,0.4,1
319,0.625,0.5,319,100.0,68.4,57.7,50.0,0.625,0.5,200,120,120,80,80,36.5,45.8,46.7,22.5,21.2,0.4,0.4,16,16,200,0.4,0.4,1
320,0.625,0.625,320,100.0,69.1,51.5,48.5,0.625,0.625,200,120,120,80,80,22.0,34.2,31.7,3.8,7.5,0.4,0.4,16,16,200,0.4,0.4,1
321,0.625,0.625,321,100.0,66.2,46.4,47.3,0.625,0.625,200,120,120,80,80,19.0,29.2,30.0,3.8,2.5,0.4,0.4,16,16,200,0.4,0.4,1
322,0.625,0.625,322,100.0,62.6,44.1,41.4,0.625,0.625,200,120,120,80,80,15.0,23.3,21.7,2.5,5.0,0.4,0.4,16,16,200,0.4,0.4,1
323,0.625,0.625,323,100.0,64.6,43.4,42.4,0.625,0.625,200,120,120,80,80,19.5,30.8,29.2,2.5,5.0,0.4,0.4,16,16,200,0.4,0.4,1
324,0.625,0.625,324,100.0,63.6,42.0,46.2,0.625,0.625,200,120,120,80,80,16.5,25.8,24.2,2.5,5.0,0.4,0.4,16,16,200,0.4,0.4,1
325,0.625,0.625,325,100.0,62.3,41.4,40.7,0.625,0.625,200,120,120,80,80,11.5,18.3,18.3,1.2,1.2,0.4,0.4,16,16,200,0.4,0.4,1
326,0.625,0.625,326,100.0,65.9,42.6,47.0,0.625,0.625,200,120,120,80,80,17.0,26.7,25.8,2.5,3.8,0.4,0.4,16,16,200,0.4,0.4,1
327,0.625,0.625,327,100.0,64.5,44.6,45.4,0.625,0.625,200,120,120,80,80,20.0,31.7,29.2,2.5,6.2,0.4,0.4,16,16,200,0.4,0.4,1
328,0.625,0.625,328,100.0,60.7,44.9,42.4,0.625,0.625,200,120,120,80,80,13.5,20.8,20.8,2.5,2.5,0.4,0.4,16,16,200,0.4,0.4,1
329,0.625,0.625,329,100.0,64.2,45.6,43.0,0.625,0.625,200,120,120,80,80,16.0,26.7,25.0,0.0,2.5,0.4,0.4,16,16,200,0.4,0.4,1
330,0.625,0.75,330,100.0,64.0,42.1,40.7,0.625,0.75,200,120,120,80,80,8.5,14.2,14.2,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
331,0.625,0.75,331,100.0,61.6,40.6,43.1,0.625,0.75,200,120,120,80,80,5.5,9.2,9.2,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
332,0.625,0.75,332,100.0,60.1,43.8,40.5,0.625,0.75,200,120,120,80,80,3.0,4.2,5.0,1.2,0.0,0.4,0.4,16,16,200,0.4,0.4,1
333,0.625,0.75,333,100.0,60.2,44.2,42.3,0.625,0.75,200,120,120,80,80,7.5,12.5,12.5,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
334,0.625,0.75,334,100.0,61.2,37.5,36.8,0.625,0.75,200,120,120,80,80,5.0,8.3,8.3,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
335,0.625,0.75,335,100.0,64.1,39.8,44.2,0.625,0.75,200,120,120,80,80,6.5,10.8,10.0,0.0,1.2,0.4,0.4,16,16,200,0.4,0.4,1
336,0.625,0.75,336,100.0,60.9,39.8,44.1,0.625,0.75,200,120,120,80,80,4.5,7.5,6.7,0.0,1.2,0.4,0.4,16,16,200,0.4,0.4,1
337,0.625,0.75,337,100.0,60.2,39.1,38.6,0.625,0.75,200,120,120,80,80,4.5,6.7,7.5,1.2,0.0,0.4,0.4,16,16,200,0.4,0.4,1
338,0.625,0.75,338,100.0,60.4,42.4,40.8,0.625,0.75,200,120,120,80,80,5.0,8.3,8.3,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
339,0.625,0.75,339,100.0,60.0,42.0,41.1,0.625,0.75,200,120,120,80,80,2.5,3.3,4.2,1.2,0.0,0.4,0.4,16,16,200,0.4,0.4,1
340,0.625,0.875,340,100.0,60.8,40.2,38.9,0.625,0.875,200,120,120,80,80,1.0,1.7,1.7,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
341,0.625,0.875,341,100.0,58.5,41.3,37.7,0.625,0.875,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
342,0.625,0.875,342,100.0,57.0,41.6,39.5,0.625,0.875,200,120,120,80,80,2.0,3.3,3.3,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
343,0.625,0.875,343,100.0,60.4,39.2,40.3,0.625,0.875,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
344,0.625,0.875,344,100.0,60.9,40.9,37.7,0.625,0.875,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
345,0.625,0.875,345,100.0,60.4,39.5,37.0,0.625,0.875,200,120,120,80,80,2.0,3.3,3.3,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
346,0.625,0.875,346,100.0,58.9,39.1,35.1,0.625,0.875,200,120,120,80,80,1.0,1.7,1.7,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
347,0.625,0.875,347,100.0,61.2,35.3,35.1,0.625,0.875,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
348,0.625,0.875,348,100.0,61.3,38.4,38.4,0.625,0.875,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
349,0.625,0.875,349,100.0,59.5,38.3,39.9,0.625,0.875,200,120,120,80,80,2.0,3.3,3.3,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
350,0.75,0.125,350,100.0,61.3,42.9,41.7,0.75,0.125,200,120,120,80,80,19.5,30.0,19.2,3.8,20.0,0.4,0.4,16,16,200,0.4,0.4,1
351,0.75,0.125,351,100.0,59.4,50.9,36.9,0.75,0.125,200,120,120,80,80,22.5,31.7,27.5,8.8,15.0,0.4,0.4,16,16,200,0.4,0.4,1
352,0.75,0.125,352,100.0,60.5,42.1,39.6,0.75,0.125,200,120,120,80,80,10.5,16.7,10.8,1.2,10.0,0.4,0.4,16,16,200,0.4,0.4,1
353,0.75,0.125,353,100.0,60.8,41.1,42.2,0.75,0.125,200,120,120,80,80,15.0,24.2,18.3,1.2,10.0,0.4,0.4,16,16,200,0.4,0.4,1
354,0.75,0.125,354,100.0,60.2,43.9,38.4,0.75,0.125,200,120,120,80,80,13.0,21.7,14.2,0.0,11.2,0.4,0.4,16,16,200,0.4,0.4,1
355,0.75,0.125,355,100.0,61.7,42.2,40.9,0.75,0.125,200,120,120,80,80,14.5,23.3,18.3,1.2,8.8,0.4,0.4,16,16,200,0.4,0.4,1
356,0.75,0.125,356,100.0,63.1,40.4,40.4,0.75,0.125,200,120,120,80,80,11.5,19.2,11.7,0.0,11.2,0.4,0.4,16,16,200,0.4,0.4,1
357,0.75,0.125,357,100.0,59.3,41.9,38.7,0.75,0.125,200,120,120,80,80,12.0,16.7,12.5,5.0,11.2,0.4,0.4,16,16,200,0.4,0.4,1
358,0.75,0.125,358,100.0,60.3,43.5,40.2,0.75,0.125,200,120,120,80,80,12.0,18.3,11.7,2.5,12.5,0.4,0.4,16,16,200,0.4,0.4,1
359,0.75,0.125,359,100.0,60.1,46.7,39.3,0.75,0.125,200,120,120,80,80,19.5,23.3,20.0,13.8,18.8,0.4,0.4,16,16,200,0.4,0.4,1
360,0.75,0.25,360,100.0,58.1,43.4,37.9,0.75,0.25,200,120,120,80,80,13.5,21.7,15.0,1.2,11.2,0.4,0.4,16,16,200,0.4,0.4,1
361,0.75,0.25,361,100.0,58.4,43.2,43.0,0.75,0.25,200,120,120,80,80,15.5,22.5,14.2,5.0,17.5,0.4,0.4,16,16,200,0.4,0.4,1
362,0.75,0.25,362,100.0,58.4,42.7,40.8,0.75,0.25,200,120,120,80,80,12.5,18.3,13.3,3.8,11.2,0.4,0.4,16,16,200,0.4,0.4,1
